type,repo_name,repo_url,actor_login,created_at
PushEvent,mkness/TheCannon,https://api.github.com/repos/mkness/TheCannon,davidwhogg,2015-01-02 09:28:42 UTC
IssueCommentEvent,openSAIL/spec_plots,https://api.github.com/repos/openSAIL/spec_plots,scfleming,2015-01-02 20:48:04 UTC
PushEvent,openSAIL/spec_plots,https://api.github.com/repos/openSAIL/spec_plots,scfleming,2015-01-02 21:03:48 UTC
PushEvent,robelgeda/robelgeda,https://api.github.com/repos/robelgeda/robelgeda,robelgeda,2015-01-03 06:13:44 UTC
PushEvent,robelgeda/robelgeda,https://api.github.com/repos/robelgeda/robelgeda,robelgeda,2015-01-03 06:20:18 UTC
PushEvent,robelgeda/robelgeda,https://api.github.com/repos/robelgeda/robelgeda,robelgeda,2015-01-03 06:24:04 UTC
PushEvent,robelgeda/robelgeda,https://api.github.com/repos/robelgeda/robelgeda,robelgeda,2015-01-03 06:33:15 UTC
PushEvent,davidwhogg/CoMiBaRaAn,https://api.github.com/repos/davidwhogg/CoMiBaRaAn,davidwhogg,2015-01-03 06:51:33 UTC
PushEvent,robelgeda/robelgeda,https://api.github.com/repos/robelgeda/robelgeda,robelgeda,2015-01-03 06:53:39 UTC
PushEvent,robelgeda/robelgeda,https://api.github.com/repos/robelgeda/robelgeda,robelgeda,2015-01-03 06:56:40 UTC
PushEvent,davidwhogg/CoMiBaRaAn,https://api.github.com/repos/davidwhogg/CoMiBaRaAn,davidwhogg,2015-01-03 07:04:42 UTC
PushEvent,dfm/mcmc,https://api.github.com/repos/dfm/mcmc,davidwhogg,2015-01-03 07:20:54 UTC
PushEvent,robelgeda/robelgeda,https://api.github.com/repos/robelgeda/robelgeda,robelgeda,2015-01-03 07:21:00 UTC
PushEvent,robelgeda/robelgeda,https://api.github.com/repos/robelgeda/robelgeda,robelgeda,2015-01-03 07:24:45 UTC
PushEvent,mkness/TheCannon,https://api.github.com/repos/mkness/TheCannon,davidwhogg,2015-01-03 07:26:23 UTC
IssueCommentEvent,scikit-learn/scikit-learn,https://api.github.com/repos/scikit-learn/scikit-learn,glouppe,2015-01-03 19:59:34 UTC
IssuesEvent,mkness/TheCannon,https://api.github.com/repos/mkness/TheCannon,davidwhogg,2015-01-03 22:32:13 UTC
IssueCommentEvent,mkness/TheCannon,https://api.github.com/repos/mkness/TheCannon,davidwhogg,2015-01-03 22:33:44 UTC
PushEvent,kbarbary/sep,https://api.github.com/repos/kbarbary/sep,kbarbary,2015-01-03 23:54:08 UTC
PushEvent,kbarbary/sep,https://api.github.com/repos/kbarbary/sep,kbarbary,2015-01-03 23:54:08 UTC
IssueCommentEvent,mkness/TheCannon,https://api.github.com/repos/mkness/TheCannon,davidwhogg,2015-01-04 00:05:46 UTC
IssueCommentEvent,mkness/TheCannon,https://api.github.com/repos/mkness/TheCannon,davidwhogg,2015-01-04 00:57:14 UTC
IssueCommentEvent,kbarbary/nestle,https://api.github.com/repos/kbarbary/nestle,kbarbary,2015-01-04 01:30:50 UTC
PushEvent,kbarbary/nestle,https://api.github.com/repos/kbarbary/nestle,kbarbary,2015-01-04 01:30:53 UTC
PullRequestEvent,kbarbary/nestle,https://api.github.com/repos/kbarbary/nestle,kbarbary,2015-01-04 01:30:53 UTC
PushEvent,dfm/mcmc,https://api.github.com/repos/dfm/mcmc,davidwhogg,2015-01-04 02:02:17 UTC
ForkEvent,DrexelPhysics/DissertationDocs,https://api.github.com/repos/DrexelPhysics/DissertationDocs,cmp346,2015-01-04 20:49:33 UTC
PushEvent,cmp346/densityplot,https://api.github.com/repos/cmp346/densityplot,cmp346,2015-01-04 21:19:06 UTC
CreateEvent,cmp346/DissertationDocs,https://api.github.com/repos/cmp346/DissertationDocs,cmp346,2015-01-04 21:31:18 UTC
PushEvent,cmp346/DissertationDocs,https://api.github.com/repos/cmp346/DissertationDocs,cmp346,2015-01-04 21:34:56 UTC
ForkEvent,arfon/project1,https://api.github.com/repos/arfon/project1,cmp346,2015-01-04 21:40:17 UTC
PushEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-04 22:00:19 UTC
PushEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-04 22:20:27 UTC
ForkEvent,arfon/paper,https://api.github.com/repos/arfon/paper,cmp346,2015-01-04 22:23:09 UTC
CreateEvent,cmp346/paper,https://api.github.com/repos/cmp346/paper,cmp346,2015-01-04 22:27:24 UTC
ForkEvent,arfon/paper,https://api.github.com/repos/arfon/paper,cmp346,2015-01-04 22:33:52 UTC
MemberEvent,cmp346/paper,https://api.github.com/repos/cmp346/paper,cmp346,2015-01-04 22:41:07 UTC
PushEvent,JDTimlin/paper,https://api.github.com/repos/JDTimlin/paper,cmp346,2015-01-04 22:44:15 UTC
PushEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-04 22:45:27 UTC
IssueCommentEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-04 22:49:10 UTC
PullRequestEvent,cmp346/paper,https://api.github.com/repos/cmp346/paper,cmp346,2015-01-04 22:53:31 UTC
PullRequestEvent,cmp346/paper,https://api.github.com/repos/cmp346/paper,cmp346,2015-01-04 22:55:01 UTC
PushEvent,cmp346/paper,https://api.github.com/repos/cmp346/paper,cmp346,2015-01-04 22:55:01 UTC
PullRequestEvent,arfon/paper,https://api.github.com/repos/arfon/paper,cmp346,2015-01-04 23:00:08 UTC
ForkEvent,JDTimlin/Hello-World,https://api.github.com/repos/JDTimlin/Hello-World,cmp346,2015-01-04 23:08:34 UTC
PushEvent,cmp346/Hello-World,https://api.github.com/repos/cmp346/Hello-World,cmp346,2015-01-04 23:09:15 UTC
PullRequestEvent,JDTimlin/Hello-World,https://api.github.com/repos/JDTimlin/Hello-World,cmp346,2015-01-04 23:09:45 UTC
IssuesEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-05 03:35:58 UTC
IssuesEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-05 04:08:38 UTC
PushEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-05 05:12:45 UTC
IssueCommentEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-05 05:21:31 UTC
PullRequestReviewCommentEvent,scikit-learn/scikit-learn,https://api.github.com/repos/scikit-learn/scikit-learn,glouppe,2015-01-05 08:17:15 UTC
WatchEvent,SeerLabs/CiteSeerX,https://api.github.com/repos/SeerLabs/CiteSeerX,glouppe,2015-01-05 09:22:50 UTC
PushEvent,aphearin/halotools,https://api.github.com/repos/aphearin/halotools,aphearin,2015-01-05 16:24:50 UTC
PushEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-05 23:42:23 UTC
PushEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-06 00:01:22 UTC
CreateEvent,eggplantbren/StarField2,https://api.github.com/repos/eggplantbren/StarField2,eggplantbren,2015-01-06 00:07:21 UTC
CreateEvent,eggplantbren/StarField2,https://api.github.com/repos/eggplantbren/StarField2,eggplantbren,2015-01-06 00:07:48 UTC
PushEvent,eggplantbren/RJObject,https://api.github.com/repos/eggplantbren/RJObject,eggplantbren,2015-01-06 02:09:22 UTC
CreateEvent,eggplantbren/Oddity,https://api.github.com/repos/eggplantbren/Oddity,eggplantbren,2015-01-06 02:41:03 UTC
PushEvent,eggplantbren/Oddity,https://api.github.com/repos/eggplantbren/Oddity,eggplantbren,2015-01-06 02:43:13 UTC
PushEvent,eggplantbren/Oddity,https://api.github.com/repos/eggplantbren/Oddity,eggplantbren,2015-01-06 02:43:26 UTC
MemberEvent,eggplantbren/Oddity,https://api.github.com/repos/eggplantbren/Oddity,eggplantbren,2015-01-06 02:44:18 UTC
MemberEvent,eggplantbren/Oddity,https://api.github.com/repos/eggplantbren/Oddity,eggplantbren,2015-01-06 02:44:25 UTC
PushEvent,eggplantbren/TwinPeaks3,https://api.github.com/repos/eggplantbren/TwinPeaks3,eggplantbren,2015-01-06 05:24:35 UTC
PushEvent,kbarbary/SkyCoords.jl,https://api.github.com/repos/kbarbary/SkyCoords.jl,kbarbary,2015-01-06 06:46:21 UTC
PushEvent,inveniosoftware/beard,https://api.github.com/repos/inveniosoftware/beard,glouppe,2015-01-06 10:53:16 UTC
IssueCommentEvent,dfm/george,https://api.github.com/repos/dfm/george,dfm,2015-01-06 17:36:12 UTC
PullRequestEvent,dfm/george,https://api.github.com/repos/dfm/george,dfm,2015-01-06 17:37:25 UTC
PushEvent,dfm/george,https://api.github.com/repos/dfm/george,dfm,2015-01-06 17:37:26 UTC
PushEvent,dfm/george,https://api.github.com/repos/dfm/george,dfm,2015-01-06 17:38:38 UTC
IssueCommentEvent,drphilmarshall/LocalGroupHaloProps,https://api.github.com/repos/drphilmarshall/LocalGroupHaloProps,drphilmarshall,2015-01-06 18:03:47 UTC
IssueCommentEvent,drphilmarshall/LocalGroupHaloProps,https://api.github.com/repos/drphilmarshall/LocalGroupHaloProps,drphilmarshall,2015-01-06 18:04:42 UTC
IssueCommentEvent,drphilmarshall/LocalGroupHaloProps,https://api.github.com/repos/drphilmarshall/LocalGroupHaloProps,drphilmarshall,2015-01-06 18:05:38 UTC
PushEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-06 18:58:49 UTC
CreateEvent,dfm/k2s,https://api.github.com/repos/dfm/k2s,dfm,2015-01-06 19:48:11 UTC
CreateEvent,dfm/k2s,https://api.github.com/repos/dfm/k2s,dfm,2015-01-06 19:48:20 UTC
PushEvent,dfm/k2s,https://api.github.com/repos/dfm/k2s,dfm,2015-01-06 19:50:25 UTC
PushEvent,dfm/k2s,https://api.github.com/repos/dfm/k2s,dfm,2015-01-06 19:51:26 UTC
PushEvent,yasharhezaveh/ALMA_Central_Images,https://api.github.com/repos/yasharhezaveh/ALMA_Central_Images,drphilmarshall,2015-01-06 20:40:59 UTC
PushEvent,eggplantbren/StarField2,https://api.github.com/repos/eggplantbren/StarField2,eggplantbren,2015-01-06 21:09:07 UTC
PushEvent,eggplantbren/StarField2,https://api.github.com/repos/eggplantbren/StarField2,eggplantbren,2015-01-06 21:11:42 UTC
PushEvent,eggplantbren/StarField2,https://api.github.com/repos/eggplantbren/StarField2,eggplantbren,2015-01-06 21:27:49 UTC
IssueCommentEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-06 21:31:41 UTC
PushEvent,dfm/Star-Field,https://api.github.com/repos/dfm/Star-Field,eggplantbren,2015-01-06 21:47:11 UTC
PushEvent,eggplantbren/Oddity,https://api.github.com/repos/eggplantbren/Oddity,davidwhogg,2015-01-06 21:53:11 UTC
PushEvent,eggplantbren/Oddity,https://api.github.com/repos/eggplantbren/Oddity,davidwhogg,2015-01-06 21:57:28 UTC
PushEvent,dfm/Star-Field,https://api.github.com/repos/dfm/Star-Field,eggplantbren,2015-01-06 22:05:16 UTC
PushEvent,dfm/k2s,https://api.github.com/repos/dfm/k2s,dfm,2015-01-07 01:12:52 UTC
PushEvent,dfm/k2s,https://api.github.com/repos/dfm/k2s,dfm,2015-01-07 01:13:55 UTC
PushEvent,dfm/dotvim,https://api.github.com/repos/dfm/dotvim,dfm,2015-01-07 02:07:48 UTC
PushEvent,eggplantbren/TwinPeaks3,https://api.github.com/repos/eggplantbren/TwinPeaks3,eggplantbren,2015-01-07 02:35:30 UTC
PushEvent,yasharhezaveh/ALMA_Central_Images,https://api.github.com/repos/yasharhezaveh/ALMA_Central_Images,drphilmarshall,2015-01-07 04:13:09 UTC
PushEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-07 04:38:55 UTC
PushEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-07 05:06:41 UTC
IssueCommentEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-07 05:10:33 UTC
IssuesEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-07 05:10:33 UTC
ForkEvent,JuliaAstro/JuliaAstro.github.io,https://api.github.com/repos/JuliaAstro/JuliaAstro.github.io,kbarbary,2015-01-07 05:37:08 UTC
PushEvent,eggplantbren/Oddity,https://api.github.com/repos/eggplantbren/Oddity,eggplantbren,2015-01-07 06:03:47 UTC
CreateEvent,eggplantbren/Oddity,https://api.github.com/repos/eggplantbren/Oddity,eggplantbren,2015-01-07 10:24:52 UTC
PushEvent,inveniosoftware/beard,https://api.github.com/repos/inveniosoftware/beard,glouppe,2015-01-07 15:32:33 UTC
PushEvent,j-faria/MultiNest,https://api.github.com/repos/j-faria/MultiNest,j-faria,2015-01-07 15:40:05 UTC
PushEvent,j-faria/OPEN,https://api.github.com/repos/j-faria/OPEN,j-faria,2015-01-07 15:40:30 UTC
PushEvent,j-faria/OPEN,https://api.github.com/repos/j-faria/OPEN,j-faria,2015-01-07 16:04:55 UTC
PushEvent,j-faria/OPEN,https://api.github.com/repos/j-faria/OPEN,j-faria,2015-01-07 18:41:56 UTC
PushEvent,dfm/k2s,https://api.github.com/repos/dfm/k2s,dfm,2015-01-07 19:49:35 UTC
PushEvent,kbarbary/JuliaAstro.github.io,https://api.github.com/repos/kbarbary/JuliaAstro.github.io,kbarbary,2015-01-07 21:38:24 UTC
PullRequestEvent,JuliaAstro/JuliaAstro.github.io,https://api.github.com/repos/JuliaAstro/JuliaAstro.github.io,kbarbary,2015-01-07 21:42:41 UTC
IssueCommentEvent,scikit-learn/scikit-learn,https://api.github.com/repos/scikit-learn/scikit-learn,glouppe,2015-01-07 21:47:55 UTC
PullRequestEvent,scikit-learn/scikit-learn,https://api.github.com/repos/scikit-learn/scikit-learn,glouppe,2015-01-07 21:47:55 UTC
PushEvent,eggplantbren/Oddity,https://api.github.com/repos/eggplantbren/Oddity,eggplantbren,2015-01-07 22:34:50 UTC
PushEvent,eggplantbren/TwinPeaks3,https://api.github.com/repos/eggplantbren/TwinPeaks3,eggplantbren,2015-01-07 23:28:23 UTC
PushEvent,eggplantbren/StarField2,https://api.github.com/repos/eggplantbren/StarField2,eggplantbren,2015-01-07 23:47:08 UTC
PushEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-08 00:33:28 UTC
PushEvent,kbarbary/sncosmo,https://api.github.com/repos/kbarbary/sncosmo,kbarbary,2015-01-08 00:58:20 UTC
PushEvent,kbarbary/sncosmo,https://api.github.com/repos/kbarbary/sncosmo,kbarbary,2015-01-08 01:13:12 UTC
PullRequestEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-08 01:26:35 UTC
PushEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-08 01:26:36 UTC
IssueCommentEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-08 01:26:39 UTC
DeleteEvent,kbarbary/sncosmo,https://api.github.com/repos/kbarbary/sncosmo,kbarbary,2015-01-08 01:26:50 UTC
IssuesEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-08 01:27:33 UTC
IssueCommentEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-08 01:27:33 UTC
IssuesEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-08 01:28:10 UTC
CreateEvent,eggplantbren/Oscillations2,https://api.github.com/repos/eggplantbren/Oscillations2,eggplantbren,2015-01-08 03:33:30 UTC
PushEvent,JuliaAstro/FITSIO.jl,https://api.github.com/repos/JuliaAstro/FITSIO.jl,kbarbary,2015-01-08 05:56:50 UTC
PushEvent,kbarbary/FITSIO.jl,https://api.github.com/repos/kbarbary/FITSIO.jl,kbarbary,2015-01-08 05:57:01 UTC
PullRequestReviewCommentEvent,scikit-learn/scikit-learn,https://api.github.com/repos/scikit-learn/scikit-learn,glouppe,2015-01-08 07:46:11 UTC
IssueCommentEvent,scikit-learn/scikit-learn,https://api.github.com/repos/scikit-learn/scikit-learn,glouppe,2015-01-08 07:54:02 UTC
IssueCommentEvent,scikit-learn/scikit-learn,https://api.github.com/repos/scikit-learn/scikit-learn,glouppe,2015-01-08 08:08:26 UTC
PullRequestReviewCommentEvent,scikit-learn/scikit-learn,https://api.github.com/repos/scikit-learn/scikit-learn,glouppe,2015-01-08 08:09:48 UTC
PullRequestReviewCommentEvent,scikit-learn/scikit-learn,https://api.github.com/repos/scikit-learn/scikit-learn,glouppe,2015-01-08 08:12:14 UTC
PullRequestReviewCommentEvent,scikit-learn/scikit-learn,https://api.github.com/repos/scikit-learn/scikit-learn,glouppe,2015-01-08 08:12:38 UTC
PushEvent,j-faria/OPEN,https://api.github.com/repos/j-faria/OPEN,j-faria,2015-01-08 11:47:18 UTC
ForkEvent,peteyreplies/free-open-source-soup,https://api.github.com/repos/peteyreplies/free-open-source-soup,staeiou,2015-01-08 16:43:59 UTC
PushEvent,staeiou/free-open-source-soup,https://api.github.com/repos/staeiou/free-open-source-soup,staeiou,2015-01-08 16:47:00 UTC
PullRequestEvent,peteyreplies/free-open-source-soup,https://api.github.com/repos/peteyreplies/free-open-source-soup,staeiou,2015-01-08 16:47:07 UTC
IssueCommentEvent,peteyreplies/free-open-source-soup,https://api.github.com/repos/peteyreplies/free-open-source-soup,staeiou,2015-01-08 16:50:19 UTC
ForkEvent,astroML/periodogram,https://api.github.com/repos/astroML/periodogram,cmp346,2015-01-08 19:34:25 UTC
PushEvent,j-faria/OPEN,https://api.github.com/repos/j-faria/OPEN,j-faria,2015-01-08 19:46:06 UTC
PushEvent,cmp346/periodogram,https://api.github.com/repos/cmp346/periodogram,cmp346,2015-01-08 22:46:11 UTC
CreateEvent,cmp346/periodogram,https://api.github.com/repos/cmp346/periodogram,cmp346,2015-01-08 22:50:37 UTC
PullRequestEvent,astroML/periodogram,https://api.github.com/repos/astroML/periodogram,cmp346,2015-01-08 22:51:23 UTC
PushEvent,cmp346/periodogram,https://api.github.com/repos/cmp346/periodogram,cmp346,2015-01-08 22:55:20 UTC
IssueCommentEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-09 01:52:39 UTC
PushEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-09 06:05:03 UTC
PullRequestEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-09 06:05:03 UTC
CreateEvent,glouppe/beard,https://api.github.com/repos/glouppe/beard,glouppe,2015-01-09 14:43:48 UTC
IssueCommentEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-09 16:11:36 UTC
PullRequestEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-09 16:11:36 UTC
PushEvent,glouppe/beard,https://api.github.com/repos/glouppe/beard,glouppe,2015-01-09 16:16:47 UTC
IssueCommentEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-09 16:25:10 UTC
PushEvent,glouppe/beard,https://api.github.com/repos/glouppe/beard,glouppe,2015-01-09 16:30:43 UTC
PushEvent,rogerblandford/Music,https://api.github.com/repos/rogerblandford/Music,drphilmarshall,2015-01-09 18:14:46 UTC
PushEvent,rogerblandford/Music,https://api.github.com/repos/rogerblandford/Music,drphilmarshall,2015-01-09 18:18:07 UTC
PushEvent,rogerblandford/Music,https://api.github.com/repos/rogerblandford/Music,drphilmarshall,2015-01-09 19:04:48 UTC
IssueCommentEvent,rogerblandford/Music,https://api.github.com/repos/rogerblandford/Music,drphilmarshall,2015-01-09 19:18:24 UTC
IssueCommentEvent,wmorning/EvilLens,https://api.github.com/repos/wmorning/EvilLens,drphilmarshall,2015-01-10 00:29:04 UTC
IssueCommentEvent,sncosmo/sncosmo,https://api.github.com/repos/sncosmo/sncosmo,kbarbary,2015-01-10 05:57:12 UTC
PushEvent,dfm/mcmc,https://api.github.com/repos/dfm/mcmc,davidwhogg,2015-01-10 06:38:01 UTC
PushEvent,eggplantbren/Oddity,https://api.github.com/repos/eggplantbren/Oddity,davidwhogg,2015-01-10 06:43:04 UTC
PushEvent,kevinhuangtan/HaloPairCounter,https://api.github.com/repos/kevinhuangtan/HaloPairCounter,aphearin,2015-01-10 16:26:32 UTC
PushEvent,kevinhuangtan/HaloPairCounter,https://api.github.com/repos/kevinhuangtan/HaloPairCounter,aphearin,2015-01-10 21:20:06 UTC
PushEvent,JuliaAstro/FITSIO.jl,https://api.github.com/repos/JuliaAstro/FITSIO.jl,kbarbary,2015-01-10 21:38:05 UTC
PushEvent,kbarbary/FITSIO.jl,https://api.github.com/repos/kbarbary/FITSIO.jl,kbarbary,2015-01-10 21:38:13 UTC
PushEvent,dfm/mcmc,https://api.github.com/repos/dfm/mcmc,davidwhogg,2015-01-11 03:04:31 UTC
PushEvent,mkness/TheCannon,https://api.github.com/repos/mkness/TheCannon,davidwhogg,2015-01-11 09:23:44 UTC
IssueCommentEvent,jeffreymei/StellarSpectroscopy,https://api.github.com/repos/jeffreymei/StellarSpectroscopy,davidwhogg,2015-01-11 09:40:19 UTC
IssueCommentEvent,jeffreymei/StellarSpectroscopy,https://api.github.com/repos/jeffreymei/StellarSpectroscopy,davidwhogg,2015-01-11 09:41:09 UTC
IssuesEvent,kevinhuangtan/HaloPairCounter,https://api.github.com/repos/kevinhuangtan/HaloPairCounter,aphearin,2015-01-11 17:07:13 UTC
PushEvent,kevinhuangtan/HaloPairCounter,https://api.github.com/repos/kevinhuangtan/HaloPairCounter,aphearin,2015-01-11 17:58:11 UTC
IssuesEvent,kevinhuangtan/HaloPairCounter,https://api.github.com/repos/kevinhuangtan/HaloPairCounter,aphearin,2015-01-11 18:02:01 UTC
PushEvent,dfm/osrc,https://api.github.com/repos/dfm/osrc,dfm,2015-01-11 18:04:11 UTC
IssueCommentEvent,dfm/osrc,https://api.github.com/repos/dfm/osrc,dfm,2015-01-11 18:04:23 UTC
PushEvent,eggplantbren/Oddity,https://api.github.com/repos/eggplantbren/Oddity,eggplantbren,2015-01-11 20:47:44 UTC
DeleteEvent,eggplantbren/Oddity,https://api.github.com/repos/eggplantbren/Oddity,eggplantbren,2015-01-11 20:47:55 UTC
IssuesEvent,mkness/TheCannon,https://api.github.com/repos/mkness/TheCannon,davidwhogg,2015-01-11 22:22:37 UTC
IssuesEvent,mkness/TheCannon,https://api.github.com/repos/mkness/TheCannon,davidwhogg,2015-01-11 22:23:29 UTC
IssuesEvent,mkness/TheCannon,https://api.github.com/repos/mkness/TheCannon,davidwhogg,2015-01-11 22:24:30 UTC
IssuesEvent,mkness/TheCannon,https://api.github.com/repos/mkness/TheCannon,davidwhogg,2015-01-11 22:25:59 UTC
IssuesEvent,mkness/TheCannon,https://api.github.com/repos/mkness/TheCannon,davidwhogg,2015-01-11 22:26:55 UTC
PushEvent,eggplantbren/TwinPeaks3,https://api.github.com/repos/eggplantbren/TwinPeaks3,eggplantbren,2015-01-12 03:13:18 UTC
PushEvent,mkness/TheCannon,https://api.github.com/repos/mkness/TheCannon,davidwhogg,2015-01-12 03:58:51 UTC
PushEvent,dfm/mcmc,https://api.github.com/repos/dfm/mcmc,davidwhogg,2015-01-12 04:12:29 UTC
PushEvent,dfm/mcmc,https://api.github.com/repos/dfm/mcmc,davidwhogg,2015-01-12 04:19:28 UTC
PushEvent,glouppe/beard,https://api.github.com/repos/glouppe/beard,glouppe,2015-01-12 08:32:46 UTC
PushEvent,glouppe/beard,https://api.github.com/repos/glouppe/beard,glouppe,2015-01-12 12:13:07 UTC
PullRequestEvent,inveniosoftware/beard,https://api.github.com/repos/inveniosoftware/beard,glouppe,2015-01-12 12:15:49 UTC
PushEvent,glouppe/beard,https://api.github.com/repos/glouppe/beard,glouppe,2015-01-12 13:17:07 UTC
PushEvent,glouppe/beard,https://api.github.com/repos/glouppe/beard,glouppe,2015-01-12 13:52:00 UTC
IssueCommentEvent,inveniosoftware/beard,https://api.github.com/repos/inveniosoftware/beard,glouppe,2015-01-12 13:54:59 UTC
PullRequestEvent,dfm/feedfinder2,https://api.github.com/repos/dfm/feedfinder2,dfm,2015-01-12 18:13:32 UTC
PushEvent,dfm/feedfinder2,https://api.github.com/repos/dfm/feedfinder2,dfm,2015-01-12 18:13:32 UTC
IssueCommentEvent,dfm/feedfinder2,https://api.github.com/repos/dfm/feedfinder2,dfm,2015-01-12 18:13:32 UTC
IssuesEvent,halotools/halotools,https://api.github.com/repos/halotools/halotools,aphearin,2015-01-12 21:20:38 UTC
IssueCommentEvent,halotools/halotools,https://api.github.com/repos/halotools/halotools,aphearin,2015-01-12 21:20:38 UTC
